chr3	137707800	137708000	Fetal_Stomach_1
chr3	137708000	137708200	Fetal_Stomach_2
chr7	98906800	98907000	Fetal_Stomach_3
chr7	98906600	98906800	Fetal_Stomach_4
chr7	98907000	98907200	Fetal_Stomach_5
chr5	72908600	72908800	Fetal_Stomach_6
chr6	96398000	96398200	Fetal_Stomach_7
chr15	62640600	62640800	Fetal_Stomach_8
chr11	77010800	77011000	Fetal_Stomach_9
chr12	50249000	50249200	Fetal_Stomach_10
chr7	102458800	102459000	Fetal_Stomach_11
chr1	236614200	236614400	Fetal_Stomach_12
chr3	51393800	51394000	Fetal_Stomach_13
chr4	1365000	1365200	Fetal_Stomach_14
chr6	1961000	1961200	Fetal_Stomach_15
chr17	48379400	48379600	Fetal_Stomach_16
chr12	50248800	50249000	Fetal_Stomach_17
chr13	108145600	108145800	Fetal_Stomach_18
chr6	1960800	1961000	Fetal_Stomach_19
chr19	49280000	49280200	Fetal_Stomach_20
chr9	27727600	27727800	Fetal_Stomach_21
chr8	8549600	8549800	Fetal_Stomach_22
chr1	163641200	163641400	Fetal_Stomach_23
chr9	71179800	71180000	Fetal_Stomach_24
chr11	7958400	7958600	Fetal_Stomach_25
chr7	98907200	98907400	Fetal_Stomach_26
chr3	63289000	63289200	Fetal_Stomach_27
chr3	181122200	181122400	Fetal_Stomach_28
chr8	143761800	143762000	Fetal_Stomach_29
chr14	84932200	84932400	Fetal_Stomach_30
chr15	62630400	62630600	Fetal_Stomach_31
chr6	870200	870400	Fetal_Stomach_32
chr11	1151400	1151600	Fetal_Stomach_33
chr7	134049800	134050000	Fetal_Stomach_34
chr11	30193600	30193800	Fetal_Stomach_35
chr6	870000	870200	Fetal_Stomach_36
chr6	866400	866600	Fetal_Stomach_37
chr1	161214800	161215000	Fetal_Stomach_38
chr5	168449800	168450000	Fetal_Stomach_39
chr5	3142800	3143000	Fetal_Stomach_40
chr15	56634600	56634800	Fetal_Stomach_41
chr7	102458600	102458800	Fetal_Stomach_42
chr16	23445000	23445200	Fetal_Stomach_43
chr17	9440800	9441000	Fetal_Stomach_44
chr4	33484600	33484800	Fetal_Stomach_45
chr20	22447000	22447200	Fetal_Stomach_46
chr15	62630200	62630400	Fetal_Stomach_47
chr4	16637400	16637600	Fetal_Stomach_48
chr19	41667200	41667400	Fetal_Stomach_49
chr5	74712000	74712200	Fetal_Stomach_50
chr3	137721800	137722000	Fetal_Stomach_51
chr14	45635000	45635200	Fetal_Stomach_52
chr3	66874000	66874200	Fetal_Stomach_53
chr14	97316000	97316200	Fetal_Stomach_54
chr3	137719600	137719800	Fetal_Stomach_55
chr5	72908800	72909000	Fetal_Stomach_56
chr1	152955800	152956000	Fetal_Stomach_57
chr21	42718200	42718400	Fetal_Stomach_58
chr3	137708200	137708400	Fetal_Stomach_59
chr5	74074600	74074800	Fetal_Stomach_60
chr16	9754800	9755000	Fetal_Stomach_61
chr18	1270200	1270400	Fetal_Stomach_62
chr2	123485000	123485200	Fetal_Stomach_63
chr4	43362400	43362600	Fetal_Stomach_64
chr16	60398400	60398600	Fetal_Stomach_65
chr20	10167000	10167200	Fetal_Stomach_66
chr6	868200	868400	Fetal_Stomach_67
chr7	154695000	154695200	Fetal_Stomach_68
chr4	21175400	21175600	Fetal_Stomach_69
chr18	4536600	4536800	Fetal_Stomach_70
chr14	57378800	57379000	Fetal_Stomach_71
chr8	2652400	2652600	Fetal_Stomach_72
chr1	7777800	7778000	Fetal_Stomach_73
chr3	10127400	10127600	Fetal_Stomach_74
chr3	59566800	59567000	Fetal_Stomach_75
chr7	91357000	91357200	Fetal_Stomach_76
chr21	43778000	43778200	Fetal_Stomach_77
chr4	122607600	122607800	Fetal_Stomach_78
chr10	134572400	134572600	Fetal_Stomach_79
chr14	56295200	56295400	Fetal_Stomach_80
chr17	2797200	2797400	Fetal_Stomach_81
chr4	166520000	166520200	Fetal_Stomach_82
chr6	96253200	96253400	Fetal_Stomach_83
chr5	101316200	101316400	Fetal_Stomach_84
chr8	119788000	119788200	Fetal_Stomach_85
chr5	74712200	74712400	Fetal_Stomach_86
chr6	1039400	1039600	Fetal_Stomach_87
chr11	1151200	1151400	Fetal_Stomach_88
chrX	107276200	107276400	Fetal_Stomach_89
chr3	137726800	137727000	Fetal_Stomach_90
chr6	866200	866400	Fetal_Stomach_91
chr6	34531000	34531200	Fetal_Stomach_92
chr7	1171400	1171600	Fetal_Stomach_93
chr6	10048800	10049000	Fetal_Stomach_94
chr2	123485200	123485400	Fetal_Stomach_95
chr6	1039600	1039800	Fetal_Stomach_96
chr12	27602000	27602200	Fetal_Stomach_97
chr4	16637200	16637400	Fetal_Stomach_98
chr4	169020400	169020600	Fetal_Stomach_99
chr3	137721200	137721400	Fetal_Stomach_100
chr5	157161400	157161600	Fetal_Stomach_101
chr14	69675400	69675600	Fetal_Stomach_102
chr19	28501600	28501800	Fetal_Stomach_103
chr8	95525000	95525200	Fetal_Stomach_104
chr6	14930800	14931000	Fetal_Stomach_105
chr15	101897800	101898000	Fetal_Stomach_106
chr6	96397800	96398000	Fetal_Stomach_107
chr20	31866200	31866400	Fetal_Stomach_108
chr1	246825000	246825200	Fetal_Stomach_109
chr12	19078800	19079000	Fetal_Stomach_110
chr3	182342000	182342200	Fetal_Stomach_111
chr6	20274600	20274800	Fetal_Stomach_112
chr6	865800	866000	Fetal_Stomach_113
chr1	222774600	222774800	Fetal_Stomach_114
chr15	74509400	74509600	Fetal_Stomach_115
chr6	10509000	10509200	Fetal_Stomach_116
chr3	51393600	51393800	Fetal_Stomach_117
chr3	137738200	137738400	Fetal_Stomach_118
chr8	2652200	2652400	Fetal_Stomach_119
chr17	25931400	25931600	Fetal_Stomach_120
chr6	866600	866800	Fetal_Stomach_121
chr4	8453600	8453800	Fetal_Stomach_122
chrX	107288200	107288400	Fetal_Stomach_123
chr7	134049200	134049400	Fetal_Stomach_124
chr3	137717800	137718000	Fetal_Stomach_125
chr18	36467000	36467200	Fetal_Stomach_126
chr6	34530600	34530800	Fetal_Stomach_127
chr17	20116800	20117000	Fetal_Stomach_128
chr17	49309600	49309800	Fetal_Stomach_129
chr8	55139000	55139200	Fetal_Stomach_130
chr1	109519400	109519600	Fetal_Stomach_131
chr4	70710600	70710800	Fetal_Stomach_132
chr3	194167600	194167800	Fetal_Stomach_133
chr11	1113200	1113400	Fetal_Stomach_134
chr9	136250600	136250800	Fetal_Stomach_135
chr20	48434600	48434800	Fetal_Stomach_136
chr14	56295000	56295200	Fetal_Stomach_137
chr20	31861200	31861400	Fetal_Stomach_138
chr16	19446000	19446200	Fetal_Stomach_139
chr14	78377000	78377200	Fetal_Stomach_140
chr5	43209000	43209200	Fetal_Stomach_141
chr8	143761600	143761800	Fetal_Stomach_142
chr15	40759000	40759200	Fetal_Stomach_143
chr4	8453400	8453600	Fetal_Stomach_144
chr1	206319600	206319800	Fetal_Stomach_145
chr4	169013800	169014000	Fetal_Stomach_146
chr3	137721400	137721600	Fetal_Stomach_147
chr17	58632400	58632600	Fetal_Stomach_148
chr4	169013600	169013800	Fetal_Stomach_149
chr5	2695800	2696000	Fetal_Stomach_150
chr18	19538400	19538600	Fetal_Stomach_151
chr14	76771800	76772000	Fetal_Stomach_152
chr3	137721600	137721800	Fetal_Stomach_153
chr1	32952400	32952600	Fetal_Stomach_154
chr18	59521200	59521400	Fetal_Stomach_155
chr9	75715400	75715600	Fetal_Stomach_156
chr12	52867600	52867800	Fetal_Stomach_157
chr17	25931200	25931400	Fetal_Stomach_158
chr5	72909000	72909200	Fetal_Stomach_159
chr4	185278400	185278600	Fetal_Stomach_160
chr13	22036400	22036600	Fetal_Stomach_161
chr3	10127600	10127800	Fetal_Stomach_162
chr4	8453200	8453400	Fetal_Stomach_163
chr5	66290800	66291000	Fetal_Stomach_164
chr3	24315200	24315400	Fetal_Stomach_165
chr19	58290000	58290200	Fetal_Stomach_166
chr11	102664600	102664800	Fetal_Stomach_167
chr12	99696800	99697000	Fetal_Stomach_168
chr5	151715600	151715800	Fetal_Stomach_169
chr3	137720400	137720600	Fetal_Stomach_170
chr6	52136600	52136800	Fetal_Stomach_171
chr5	72908400	72908600	Fetal_Stomach_172
chr3	181122000	181122200	Fetal_Stomach_173
chr21	45396600	45396800	Fetal_Stomach_174
chr3	137733400	137733600	Fetal_Stomach_175
chr1	163641000	163641200	Fetal_Stomach_176
chr2	105912600	105912800	Fetal_Stomach_177
chr3	117963200	117963400	Fetal_Stomach_178
chr16	14641600	14641800	Fetal_Stomach_179
chr10	75295000	75295200	Fetal_Stomach_180
chr3	51394000	51394200	Fetal_Stomach_181
chr17	32316400	32316600	Fetal_Stomach_182
chr8	59566600	59566800	Fetal_Stomach_183
chr14	69675600	69675800	Fetal_Stomach_184
chr15	62631200	62631400	Fetal_Stomach_185
chr11	1228800	1229000	Fetal_Stomach_186
chr8	24138600	24138800	Fetal_Stomach_187
chr11	23034600	23034800	Fetal_Stomach_188
chr4	21175600	21175800	Fetal_Stomach_189
chr15	72503200	72503400	Fetal_Stomach_190
chr6	34530400	34530600	Fetal_Stomach_191
chr11	30193000	30193200	Fetal_Stomach_192
chr9	71180000	71180200	Fetal_Stomach_193
chr20	424000	424200	Fetal_Stomach_194
chr11	30193800	30194000	Fetal_Stomach_195
chr6	1961200	1961400	Fetal_Stomach_196
chr13	43745400	43745600	Fetal_Stomach_197
chr13	95780800	95781000	Fetal_Stomach_198
chr12	103084600	103084800	Fetal_Stomach_199
chr3	76782400	76782600	Fetal_Stomach_200
chr16	23444800	23445000	Fetal_Stomach_201
chr6	149498000	149498200	Fetal_Stomach_202
chr12	54530600	54530800	Fetal_Stomach_203
chr21	45396800	45397000	Fetal_Stomach_204
chr11	30193400	30193600	Fetal_Stomach_205
chr20	41106200	41106400	Fetal_Stomach_206
chr8	127338600	127338800	Fetal_Stomach_207
chr20	49299800	49300000	Fetal_Stomach_208
chr6	38983600	38983800	Fetal_Stomach_209
chr16	52330200	52330400	Fetal_Stomach_210
chr20	22787800	22788000	Fetal_Stomach_211
chr1	179312000	179312200	Fetal_Stomach_212
chr7	21136400	21136600	Fetal_Stomach_213
chr8	66972600	66972800	Fetal_Stomach_214
chr4	95797400	95797600	Fetal_Stomach_215
chr3	5384200	5384400	Fetal_Stomach_216
chr3	5384000	5384200	Fetal_Stomach_217
chr1	229248800	229249000	Fetal_Stomach_218
chr3	8355800	8356000	Fetal_Stomach_219
chr20	10686800	10687000	Fetal_Stomach_220
chr6	96253000	96253200	Fetal_Stomach_221
chr3	137723000	137723200	Fetal_Stomach_222
chr20	22446800	22447000	Fetal_Stomach_223
chr5	66290600	66290800	Fetal_Stomach_224
chr1	246824800	246825000	Fetal_Stomach_225
chr3	81748000	81748200	Fetal_Stomach_226
chr20	52801800	52802000	Fetal_Stomach_227
chr16	8194200	8194400	Fetal_Stomach_228
chr3	137718000	137718200	Fetal_Stomach_229
chr3	160942600	160942800	Fetal_Stomach_230
chr2	188650000	188650200	Fetal_Stomach_231
chr9	96446800	96447000	Fetal_Stomach_232
chr9	128874400	128874600	Fetal_Stomach_233
chr4	148686400	148686600	Fetal_Stomach_234
chr7	73673000	73673200	Fetal_Stomach_235
chr5	151715800	151716000	Fetal_Stomach_236
chr10	7715000	7715200	Fetal_Stomach_237
chr12	124680400	124680600	Fetal_Stomach_238
chr15	62640400	62640600	Fetal_Stomach_239
chr16	1129000	1129200	Fetal_Stomach_240
chr14	80885600	80885800	Fetal_Stomach_241
chr1	222773800	222774000	Fetal_Stomach_242
chr13	114312400	114312600	Fetal_Stomach_243
chr11	77011800	77012000	Fetal_Stomach_244
chr1	27297000	27297200	Fetal_Stomach_245
chr2	29782600	29782800	Fetal_Stomach_246
chr9	7588800	7589000	Fetal_Stomach_247
chr21	35102200	35102400	Fetal_Stomach_248
chr16	12678600	12678800	Fetal_Stomach_249
chr15	81032400	81032600	Fetal_Stomach_250
chr3	161033800	161034000	Fetal_Stomach_251
chr4	33484400	33484600	Fetal_Stomach_252
chr5	58151800	58152000	Fetal_Stomach_253
chr12	18418400	18418600	Fetal_Stomach_254
chr7	154694800	154695000	Fetal_Stomach_255
chr19	35598200	35598400	Fetal_Stomach_256
chr4	137290200	137290400	Fetal_Stomach_257
chr2	103157600	103157800	Fetal_Stomach_258
chr7	149689200	149689400	Fetal_Stomach_259
chr16	48263000	48263200	Fetal_Stomach_260
chr2	135448200	135448400	Fetal_Stomach_261
chr21	45397200	45397400	Fetal_Stomach_262
chr8	62923200	62923400	Fetal_Stomach_263
