chr5	546800	547000	Fetal_Intestine_1
chr17	67531200	67531400	Fetal_Intestine_2
chr16	73883000	73883200	Fetal_Intestine_3
chr2	157636200	157636400	Fetal_Intestine_4
chr11	60487000	60487200	Fetal_Intestine_5
chr7	51674600	51674800	Fetal_Intestine_6
chr2	74716200	74716400	Fetal_Intestine_7
chr20	43803800	43804000	Fetal_Intestine_8
chr1	57777200	57777400	Fetal_Intestine_9
chr8	62228800	62229000	Fetal_Intestine_10
chr7	51674400	51674600	Fetal_Intestine_11
chr6	46222800	46223000	Fetal_Intestine_12
chr16	23776200	23776400	Fetal_Intestine_13
chr8	3616400	3616600	Fetal_Intestine_14
chr4	100506800	100507000	Fetal_Intestine_15
chr14	71304800	71305000	Fetal_Intestine_16
chr11	134857400	134857600	Fetal_Intestine_17
chr6	12261000	12261200	Fetal_Intestine_18
chr1	57777000	57777200	Fetal_Intestine_19
chr14	60067800	60068000	Fetal_Intestine_20
chr11	60486800	60487000	Fetal_Intestine_21
chr1	193518400	193518600	Fetal_Intestine_22
chr6	100865000	100865200	Fetal_Intestine_23
chr2	84521200	84521400	Fetal_Intestine_24
chr2	208682600	208682800	Fetal_Intestine_25
chr7	33740000	33740200	Fetal_Intestine_26
chr5	61579000	61579200	Fetal_Intestine_27
chr2	79330400	79330600	Fetal_Intestine_28
chr19	34790000	34790200	Fetal_Intestine_29
chr10	112316000	112316200	Fetal_Intestine_30
chr20	32931800	32932000	Fetal_Intestine_31
chr19	41942400	41942600	Fetal_Intestine_32
chr5	149325800	149326000	Fetal_Intestine_33
chr11	89279000	89279200	Fetal_Intestine_34
chr6	12249800	12250000	Fetal_Intestine_35
chr1	87047000	87047200	Fetal_Intestine_36
chr15	48000800	48001000	Fetal_Intestine_37
chr4	57119800	57120000	Fetal_Intestine_38
chr9	79404800	79405000	Fetal_Intestine_39
chr9	80007200	80007400	Fetal_Intestine_40
chr7	89872000	89872200	Fetal_Intestine_41
chr7	31566600	31566800	Fetal_Intestine_42
chr2	208682400	208682600	Fetal_Intestine_43
chr2	84521000	84521200	Fetal_Intestine_44
chr16	23776000	23776200	Fetal_Intestine_45
chr8	12930200	12930400	Fetal_Intestine_46
chr1	170855600	170855800	Fetal_Intestine_47
chr19	4136800	4137000	Fetal_Intestine_48
chr8	62224400	62224600	Fetal_Intestine_49
chr22	35512800	35513000	Fetal_Intestine_50
chr4	32996800	32997000	Fetal_Intestine_51
chr16	75575200	75575400	Fetal_Intestine_52
chr2	124838000	124838200	Fetal_Intestine_53
chr11	128884200	128884400	Fetal_Intestine_54
chr9	138159400	138159600	Fetal_Intestine_55
chr10	27003600	27003800	Fetal_Intestine_56
chr6	12260800	12261000	Fetal_Intestine_57
chr7	117322800	117323000	Fetal_Intestine_58
chr7	107443600	107443800	Fetal_Intestine_59
chr14	101755600	101755800	Fetal_Intestine_60
