chr2	172481600	172481800	Fetal_Lung_1
chr18	74385800	74386000	Fetal_Lung_2
chr3	45560400	45560600	Fetal_Lung_3
chr7	117004800	117005000	Fetal_Lung_4
chr12	22370600	22370800	Fetal_Lung_5
chr3	45560200	45560400	Fetal_Lung_6
chr2	114892000	114892200	Fetal_Lung_7
chr2	114891800	114892000	Fetal_Lung_8
chr10	93285600	93285800	Fetal_Lung_9
chr13	89870200	89870400	Fetal_Lung_10
chr7	33619000	33619200	Fetal_Lung_11
chr6	156697400	156697600	Fetal_Lung_12
chr15	80897600	80897800	Fetal_Lung_13
chr1	146602400	146602600	Fetal_Lung_14
chr15	80897800	80898000	Fetal_Lung_15
chr8	135386200	135386400	Fetal_Lung_16
chr9	7478800	7479000	Fetal_Lung_17
chr7	117004600	117004800	Fetal_Lung_18
chr3	32683200	32683400	Fetal_Lung_19
chr16	23868400	23868600	Fetal_Lung_20
chr11	100986600	100986800	Fetal_Lung_21
chr5	16028800	16029000	Fetal_Lung_22
chr13	108916000	108916200	Fetal_Lung_23
chr7	21110200	21110400	Fetal_Lung_24
chr5	88423000	88423200	Fetal_Lung_25
chr8	52647000	52647200	Fetal_Lung_26
chr11	75814800	75815000	Fetal_Lung_27
chr8	135386000	135386200	Fetal_Lung_28
chr15	52133000	52133200	Fetal_Lung_29
chr5	61127600	61127800	Fetal_Lung_30
chr12	87677800	87678000	Fetal_Lung_31
chr3	32662200	32662400	Fetal_Lung_32
chr6	81302200	81302400	Fetal_Lung_33
chr1	9194400	9194600	Fetal_Lung_34
chr8	120634000	120634200	Fetal_Lung_35
chr8	126932400	126932600	Fetal_Lung_36
chr17	65812800	65813000	Fetal_Lung_37
chr10	58798400	58798600	Fetal_Lung_38
chr1	70469000	70469200	Fetal_Lung_39
chr7	42015000	42015200	Fetal_Lung_40
chr7	117005000	117005200	Fetal_Lung_41
chr2	44018800	44019000	Fetal_Lung_42
chr16	27509600	27509800	Fetal_Lung_43
chr1	81848400	81848600	Fetal_Lung_44
chr7	95622600	95622800	Fetal_Lung_45
chr13	48742000	48742200	Fetal_Lung_46
chr8	48353200	48353400	Fetal_Lung_47
chr8	121292000	121292200	Fetal_Lung_48
chr16	76443600	76443800	Fetal_Lung_49
chr6	88561800	88562000	Fetal_Lung_50
chr4	94878400	94878600	Fetal_Lung_51
chr3	119250000	119250200	Fetal_Lung_52
chr8	52647200	52647400	Fetal_Lung_53
chr13	40576200	40576400	Fetal_Lung_54
chr7	143810800	143811000	Fetal_Lung_55
chr1	238443000	238443200	Fetal_Lung_56
chr13	43256000	43256200	Fetal_Lung_57
chr1	203797800	203798000	Fetal_Lung_58
chr7	21110400	21110600	Fetal_Lung_59
chr2	154935600	154935800	Fetal_Lung_60
chr13	89870000	89870200	Fetal_Lung_61
chr11	101657200	101657400	Fetal_Lung_62
chr5	16029000	16029200	Fetal_Lung_63
chr2	143363200	143363400	Fetal_Lung_64
chr6	156697200	156697400	Fetal_Lung_65
chr10	102143000	102143200	Fetal_Lung_66
chr5	51744200	51744400	Fetal_Lung_67
chrX	16999400	16999600	Fetal_Lung_68
chr12	17295800	17296000	Fetal_Lung_69
chr4	144419200	144419400	Fetal_Lung_70
chr10	68532800	68533000	Fetal_Lung_71
chr20	59057600	59057800	Fetal_Lung_72
chr12	22370800	22371000	Fetal_Lung_73
chr2	6650800	6651000	Fetal_Lung_74
chr2	78094400	78094600	Fetal_Lung_75
