chr19	52704200	52704400	Fetal_Adrenal_Gland_1
chr10	89402400	89402600	Fetal_Adrenal_Gland_2
chr9	138477000	138477200	Fetal_Adrenal_Gland_3
chr2	153684600	153684800	Fetal_Adrenal_Gland_4
chr15	43256800	43257000	Fetal_Adrenal_Gland_5
chr9	134345000	134345200	Fetal_Adrenal_Gland_6
chr3	49698800	49699000	Fetal_Adrenal_Gland_7
chr19	28567600	28567800	Fetal_Adrenal_Gland_8
chr9	37790200	37790400	Fetal_Adrenal_Gland_9
chr1	47985200	47985400	Fetal_Adrenal_Gland_10
chr2	120382800	120383000	Fetal_Adrenal_Gland_11
chr8	144021400	144021600	Fetal_Adrenal_Gland_12
chr3	194573200	194573400	Fetal_Adrenal_Gland_13
chr7	95111800	95112000	Fetal_Adrenal_Gland_14
chr8	144036600	144036800	Fetal_Adrenal_Gland_15
chr11	29503400	29503600	Fetal_Adrenal_Gland_16
chr3	183639000	183639200	Fetal_Adrenal_Gland_17
chr4	180899400	180899600	Fetal_Adrenal_Gland_18
chr2	115975400	115975600	Fetal_Adrenal_Gland_19
chr17	19487400	19487600	Fetal_Adrenal_Gland_20
chr8	144402800	144403000	Fetal_Adrenal_Gland_21
chr7	144785200	144785400	Fetal_Adrenal_Gland_22
chr8	143961400	143961600	Fetal_Adrenal_Gland_23
chr3	68202800	68203000	Fetal_Adrenal_Gland_24
chr2	11245400	11245600	Fetal_Adrenal_Gland_25
chr2	67355600	67355800	Fetal_Adrenal_Gland_26
chr17	8464600	8464800	Fetal_Adrenal_Gland_27
chr2	121204000	121204200	Fetal_Adrenal_Gland_28
chr3	58092400	58092600	Fetal_Adrenal_Gland_29
chr8	27591800	27592000	Fetal_Adrenal_Gland_30
chr17	5426600	5426800	Fetal_Adrenal_Gland_31
chr6	115996800	115997000	Fetal_Adrenal_Gland_32
chr13	31113400	31113600	Fetal_Adrenal_Gland_33
chr19	52704400	52704600	Fetal_Adrenal_Gland_34
chr22	39282400	39282600	Fetal_Adrenal_Gland_35
chr9	139358800	139359000	Fetal_Adrenal_Gland_36
chr14	104774400	104774600	Fetal_Adrenal_Gland_37
chr7	95112000	95112200	Fetal_Adrenal_Gland_38
chr21	47766600	47766800	Fetal_Adrenal_Gland_39
chr1	5023400	5023600	Fetal_Adrenal_Gland_40
chr11	29628200	29628400	Fetal_Adrenal_Gland_41
chr12	109995000	109995200	Fetal_Adrenal_Gland_42
chr8	145617000	145617200	Fetal_Adrenal_Gland_43
chr7	99997800	99998000	Fetal_Adrenal_Gland_44
chr2	120382600	120382800	Fetal_Adrenal_Gland_45
chr6	31980800	31981000	Fetal_Adrenal_Gland_46
chr7	66703400	66703600	Fetal_Adrenal_Gland_47
chr4	189702000	189702200	Fetal_Adrenal_Gland_48
chr6	6565800	6566000	Fetal_Adrenal_Gland_49
chr3	45042400	45042600	Fetal_Adrenal_Gland_50
chr5	147648400	147648600	Fetal_Adrenal_Gland_51
chr15	65572200	65572400	Fetal_Adrenal_Gland_52
chr1	205799800	205800000	Fetal_Adrenal_Gland_53
chr7	77622200	77622400	Fetal_Adrenal_Gland_54
chr16	1652200	1652400	Fetal_Adrenal_Gland_55
chr6	151957000	151957200	Fetal_Adrenal_Gland_56
chr5	3875400	3875600	Fetal_Adrenal_Gland_57
chr1	208870800	208871000	Fetal_Adrenal_Gland_58
chr1	81658600	81658800	Fetal_Adrenal_Gland_59
chr14	90488200	90488400	Fetal_Adrenal_Gland_60
chr10	1043200	1043400	Fetal_Adrenal_Gland_61
chr7	106795200	106795400	Fetal_Adrenal_Gland_62
chr10	79432400	79432600	Fetal_Adrenal_Gland_63
chr6	120916200	120916400	Fetal_Adrenal_Gland_64
chr12	125298800	125299000	Fetal_Adrenal_Gland_65
chr2	198001200	198001400	Fetal_Adrenal_Gland_66
chr1	31330800	31331000	Fetal_Adrenal_Gland_67
chr9	37523000	37523200	Fetal_Adrenal_Gland_68
chr7	95020600	95020800	Fetal_Adrenal_Gland_69
chr10	104636600	104636800	Fetal_Adrenal_Gland_70
chr6	31980600	31980800	Fetal_Adrenal_Gland_71
chr18	35739200	35739400	Fetal_Adrenal_Gland_72
chr5	16071200	16071400	Fetal_Adrenal_Gland_73
chr13	47357000	47357200	Fetal_Adrenal_Gland_74
chr19	53626800	53627000	Fetal_Adrenal_Gland_75
chr4	181114000	181114200	Fetal_Adrenal_Gland_76
chr20	40921400	40921600	Fetal_Adrenal_Gland_77
chr2	210626400	210626600	Fetal_Adrenal_Gland_78
chr2	240715800	240716000	Fetal_Adrenal_Gland_79
chr1	47985400	47985600	Fetal_Adrenal_Gland_80
chr12	96334600	96334800	Fetal_Adrenal_Gland_81
chr11	99810800	99811000	Fetal_Adrenal_Gland_82
chr9	117199200	117199400	Fetal_Adrenal_Gland_83
chr16	8464200	8464400	Fetal_Adrenal_Gland_84
chr5	35467000	35467200	Fetal_Adrenal_Gland_85
chr11	29628400	29628600	Fetal_Adrenal_Gland_86
chr11	71148600	71148800	Fetal_Adrenal_Gland_87
chr10	123181800	123182000	Fetal_Adrenal_Gland_88
chr3	113795800	113796000	Fetal_Adrenal_Gland_89
chr20	3522600	3522800	Fetal_Adrenal_Gland_90
chr13	63895800	63896000	Fetal_Adrenal_Gland_91
chr3	194339800	194340000	Fetal_Adrenal_Gland_92
chr1	6594400	6594600	Fetal_Adrenal_Gland_93
chr22	20756000	20756200	Fetal_Adrenal_Gland_94
chr14	67859600	67859800	Fetal_Adrenal_Gland_95
chr22	35661200	35661400	Fetal_Adrenal_Gland_96
chr19	3524400	3524600	Fetal_Adrenal_Gland_97
chr3	148557400	148557600	Fetal_Adrenal_Gland_98
chr2	242195200	242195400	Fetal_Adrenal_Gland_99
chr1	5046400	5046600	Fetal_Adrenal_Gland_100
chr10	124931200	124931400	Fetal_Adrenal_Gland_101
chr15	53706600	53706800	Fetal_Adrenal_Gland_102
chr17	26279000	26279200	Fetal_Adrenal_Gland_103
chr7	144785400	144785600	Fetal_Adrenal_Gland_104
chr2	242418800	242419000	Fetal_Adrenal_Gland_105
chr11	112124000	112124200	Fetal_Adrenal_Gland_106
chr15	60478400	60478600	Fetal_Adrenal_Gland_107
chr16	1652400	1652600	Fetal_Adrenal_Gland_108
chr7	148488600	148488800	Fetal_Adrenal_Gland_109
chr3	120412800	120413000	Fetal_Adrenal_Gland_110
chr7	19439600	19439800	Fetal_Adrenal_Gland_111
chr6	32006000	32006200	Fetal_Adrenal_Gland_112
chr1	21743800	21744000	Fetal_Adrenal_Gland_113
chr8	3321000	3321200	Fetal_Adrenal_Gland_114
chr16	1778800	1779000	Fetal_Adrenal_Gland_115
chr17	19487200	19487400	Fetal_Adrenal_Gland_116
chr6	32005800	32006000	Fetal_Adrenal_Gland_117
chr3	171292400	171292600	Fetal_Adrenal_Gland_118
chr20	62557800	62558000	Fetal_Adrenal_Gland_119
